ID,Compound Name,Primary Therapeutic Area,Primary Mechanism of Action,TASS Score,MANS Score,Disease similarity,Rationale for Scores
826,Raloxifene,Osteoporosis,Selective estrogen receptor modulator (SERM),0,0,3,Bone metabolism disorder is an unrelated area and mechanism.
827,Raltegravir,HIV infection,Antiretroviral; integrase inhibitor,0,0,0.4,Infectious disease is an unrelated therapeutic area and mechanism.
828,Ramipril,Hypertension; heart failure,Angiotensin-converting enzyme (ACE) inhibitor,3,0,5.8,"Cardiovascular comorbidity of obesity, but not weight management. Mechanism is completely unrelated."
829,Ranitidine,GERD; peptic ulcers,Histamine H2 receptor antagonist,1,0,1.5,"Targets the GI system for acid reduction, not weight management. Mechanism is completely unrelated."
830,Ranolazine,Chronic angina,Late sodium current inhibitor,2.5,0,5,"Cardiovascular indication, but not weight management. Mechanism is unrelated."
831,Rasagiline,Parkinson's disease,MAO-B inhibitor,1,1,0,Neurological indication. Mechanism is unrelated to GLP-1.
832,Rasburicase,Tumor lysis syndrome,Urate oxidase enzyme,0,0,0.2,Supportive care in oncology is an unrelated area and mechanism.
833,Rebamipide,Gastric ulcers,Mucoprotective agent,1,0,1,"GI indication, but not for weight management. Mechanism is unrelated."
834,Reboxetine,Depression,Norepinephrine reuptake inhibitor (NRI),2,1,1.5,Psychiatric indication. Mechanism is distinct from GLP-1 agonism.
835,Recombinant Follicle Stimulating Hormone,Infertility treatment,Hormone therapy,0,0,0.6,Fertility treatment is an unrelated area and mechanism.
836,Regorafenib,Colorectal cancer; GIST,Multi-kinase inhibitor,0,0,0,Oncology is an unrelated therapeutic area and mechanism.
837,Remdesivir,COVID-19,Antiviral; RNA polymerase inhibitor,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
838,Remogliflozin Etabonate,Type 2 diabetes,SGLT2 inhibitor,9,7,9.4,Therapeutic area (T2D) is highly related. Mechanism is different but also targets glucose metabolism and promotes weight loss.
839,Repaglinide,Type 2 diabetes,Meglitinide; stimulates insulin secretion,8.5,6.5,7.2,"Therapeutic area (T2D) is highly related. Mechanism is different but targets insulin secretion, a related pathway."
840,Reserpine,Hypertension,Vesicular monoamine transporter (VMAT) inhibitor,3,0,5,"Cardiovascular indication, but not weight management. Mechanism is completely unrelated."
841,Reteplase,Myocardial infarction,Thrombolytic agent,0,0,4,Acute cardiovascular event treatment is unrelated.
842,Ribavirin,Hepatitis C; viral hemorrhagic fevers,Antiviral,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
843,Rifampicin,Tuberculosis; leprosy,Rifamycin antibiotic,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
844,Rifaximin,Traveler's diarrhea; IBS-D; hepatic encephalopathy,Antibiotic,1.5,0,0.5,"GI indications, but as an antibiotic, not for weight management."
845,Rimonabant,Obesity (withdrawn),Cannabinoid (CB1) receptor antagonist,9.5,5,9.9,Indicated for obesity (highly similar area) but withdrawn for safety. Mechanism is different but also targets central appetite regulation.
846,Riociguat,Pulmonary hypertension,Soluble guanylate cyclase (sGC) stimulator,0,0,0,"Specific cardiovascular indication, unrelated to weight management."
847,Risedronate,Osteoporosis,Bisphosphonate,0,0,0,Bone metabolism disorder is an unrelated area and mechanism.
848,Risperidone,Schizophrenia; bipolar disorder,Atypical antipsychotic,1.5,1,3.8,Psychiatric indication. Known to cause weight gain. Mechanism is unrelated.
849,Ritodrine,Preterm labor (tocolytic),Beta-2 adrenergic agonist,0,0,0,Obstetric use is unrelated to weight management.
850,Ritonavir,HIV infection,Protease inhibitor; CYP3A4 inhibitor,0,0,3.5,Infectious disease is an unrelated therapeutic area and mechanism.
851,Rituximab,Lymphomas; leukemias; rheumatoid arthritis,Monoclonal antibody; targets CD20,0,0,0,Oncology/autoimmune indications are unrelated. Mechanism is different.
852,Rivaroxaban,Thromboembolic disorders,Direct Factor Xa inhibitor,2.5,0,6.7,Anticoagulant for cardiovascular conditions. Unrelated mechanism.
853,Rivastigmine,Alzheimer's and Parkinson's dementia,Cholinesterase inhibitor,0,0,0.3,Neurological (cognitive) indication and mechanism are unrelated.
854,Rizatriptan,Migraine,Serotonin 5-HT1B/1D receptor agonist,0,1,0,Pain management is an unrelated area. Mechanism is unrelated to GLP-1.
855,Rocuronium,Skeletal muscle relaxation (anesthesia),Neuromuscular blocking agent,0,0,0,Use in anesthesia is completely unrelated.
856,Rofecoxib,Osteoarthritis; acute pain (withdrawn),Selective COX-2 inhibitor,2,0,4,Pain/inflammation management. Withdrawn for safety. Mechanism is unrelated.
857,Ropinirole,Parkinson's disease; restless legs syndrome,Dopamine agonist,1,2,1,Neurological indication. Mechanism is unrelated to GLP-1.
858,Ropivacaine,Local and regional anesthesia,Amide-type local anesthetic,0,0,0,Local anesthetic use is completely unrelated.
859,Rosehip,Dietary supplement for arthritis,Anti-inflammatory and antioxidant properties,2,1,1,Used for a comorbidity (arthritis). Mechanism is non-specific and unrelated.
860,Rosiglitazone,Type 2 diabetes,PPAR-gamma agonist,8.5,6,8.4,"Therapeutic area (T2D) is highly related. Mechanism targets insulin sensitivity, a core metabolic issue, but is different from GLP-1."
861,Rosuvastatin,Hyperlipidemia,HMG-CoA reductase inhibitor (statin),8,5,6.9,Therapeutic area (high cholesterol) is a key comorbidity of obesity. Mechanism targets a related metabolic pathway but is different from GLP-1.
862,Roxatidine,Peptic ulcers,Histamine H2 receptor antagonist,1,0,1.5,"Targets the GI system for acid reduction, not weight management."
863,Roxithromycin,Bacterial infections,Macrolide antibiotic,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
864,Rucaparib,Ovarian and prostate cancer,PARP inhibitor,0,0,0,Oncology is an unrelated therapeutic area and mechanism.
865,Rupatadine,Allergic rhinitis and urticaria,Antihistamine and PAF antagonist,0,0,0,Allergy treatment is completely unrelated.
866,Ruxolitinib,Myelofibrosis; polycythemia vera,Janus kinase (JAK) inhibitor,0,0,0,Oncology/hematology indications are unrelated.
867,S-Adenosyl L-Methoinine Disulfate Tosylate,Depression; osteoarthritis; liver disease,Dietary supplement,2,1,1,"Multiple indications, none of which are weight management."
868,S-Amlodipine,Hypertension,Calcium channel blocker,3,0,5.6,"Cardiovascular comorbidity of obesity, but not weight management."
869,S-Metoprolol Succinate,Hypertension; angina; heart failure,Selective beta-1 blocker,3,0,5.1,"Cardiovascular comorbidity of obesity, but not weight management."
870,Saccharomyces Boulardii,Diarrhea,Probiotic yeast,1,0,0.2,"GI indication, but as a probiotic for diarrhea, not weight management."
871,Sacubitril,Heart failure (in combination with valsartan),Neprilysin inhibitor,3,0,5.9,"Cardiovascular indication, not weight management."
872,Safinamide,Parkinson's disease,MAO-B inhibitor,1,1,0,Neurological indication. Mechanism is unrelated to GLP-1.
873,Salbutamol,Asthma; COPD,Beta-2 adrenergic agonist (bronchodilator),0,0,0,Respiratory conditions are unrelated to weight management.
874,Saquinavir,HIV infection,Protease inhibitor,0,0,3.5,Infectious disease is an unrelated therapeutic area and mechanism.
875,Saroglitazar,Diabetic dyslipidemia; NAFLD/NASH,Dual PPAR-alpha/gamma agonist,8.5,6.5,9,Therapeutic area (metabolic disorders) is highly related. Mechanism targets related pathways but is different from GLP-1.
876,Satranidazole,Amebiasis and giardiasis,Nitroimidazole antimicrobial,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
877,Saxagliptin,Type 2 diabetes,DPP-4 inhibitor,9,8.5,8,"Therapeutic area (T2D) is highly related. Mechanism is very similar, as it increases endogenous GLP-1 levels."
878,Secnidazole,Bacterial vaginosis; trichomoniasis,Nitroimidazole antimicrobial,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
879,Selegiline,Parkinson's disease; depression,MAO-B inhibitor,1.5,1,0,Neurological/psychiatric indications. Mechanism is unrelated to GLP-1.
880,Seratrodast,Asthma,Thromboxane A2 receptor antagonist,0,0,0,Respiratory conditions are unrelated to weight management.
881,Serratiopeptidase,Pain and inflammation (supplement),Proteolytic enzyme,1,0,0.1,Anti-inflammatory use is unrelated.
882,Sertaconazole,Fungal skin infections,Azole antifungal,0,0,0,Dermatological anti-infective is an unrelated area and mechanism.
883,Sertraline,Depression; anxiety disorders,Selective serotonin reuptake inhibitor (SSRI),2,1,1.2,"Psychiatric indication. Can affect appetite, but not its primary purpose. Mechanism is distinct from GLP-1 agonism."
884,Sevelamer,Hyperphosphatemia in chronic kidney disease,Phosphate binder,0,0,0,"Metabolic indication for CKD, unrelated to weight management."
885,Sevoflurane,General anesthesia,Inhaled anesthetic,0,0,0,Anesthetic use is completely unrelated.
886,Sildenafil,Erectile dysfunction; pulmonary hypertension,PDE5 inhibitor,1,0,2.5,Urological/cardiovascular indications are unrelated to weight management.
887,Silodosin,Benign prostatic hyperplasia (BPH),Alpha-1a adrenergic blocker,0,0,1,Urological indication is unrelated.
888,Silymarin,Liver disorders (supplement),Antioxidant; from milk thistle,2,1,1.5,"Used for liver health, a related metabolic organ, but not for weight management."
889,Simethicone,Gas and bloating,Anti-foaming agent,0.5,0,0,"GI indication for symptom relief, not weight management."
890,Simvastatin,Hyperlipidemia,HMG-CoA reductase inhibitor (statin),8,5,6.8,Therapeutic area (high cholesterol) is a key comorbidity of obesity. Mechanism targets a related metabolic pathway but is different from GLP-1.
891,Sirolimus,Organ transplant rejection prophylaxis,mTOR inhibitor,0,0,3.4,Immunosuppressant use is unrelated.
892,Sitagliptin,Type 2 diabetes,DPP-4 inhibitor,9,8.5,8,"Therapeutic area (T2D) is highly related. Mechanism is very similar, as it increases endogenous GLP-1 levels."
893,Sodium Bicarbonate,Acidosis; heartburn,Alkalinizing agent,0.5,0,0.1,Symptomatic relief/metabolic acidosis treatment is unrelated.
894,Sodium Chloride,Electrolyte imbalance; diluent,Electrolyte replenishment,0,0,0,Electrolyte replenishment is unrelated.
895,Sodium Feredetate,Iron deficiency anemia,Iron supplement,0,0,0.1,Anemia treatment is unrelated.
896,Sodium Fluoride,Dental caries prevention,Promotes remineralization of tooth enamel,0,0,0,Dental health is unrelated.
897,Sodium Fusidate,Bacterial skin infections,Antibiotic,0,0,0,Infectious disease is an unrelated therapeutic area and mechanism.
898,Sodium Hyaluronate,Osteoarthritis; dry eyes,Viscosupplement; ocular lubricant,2,0,4,"Treats a common comorbidity (osteoarthritis) and dry eye, but is not a weight management drug."
899,Sodium Picosulfate,Constipation,Stimulant laxative,1,0,0.2,"GI indication, but for bowel regulation, not weight management."
900,Sodium Sulphate,Laxative,Osmotic laxative,1,2,0.2,"TASS: No similarity to Wegovy's weight management focus. MANS: Common, well-understood mechanism."
901,Sodium Valproate,"Epilepsy, bipolar disorder",Increases GABA levels in the brain,0.5,4,3.7,TASS: Completely unrelated to metabolic disorders. MANS: Established but specific neurological mechanism.
902,Sofosbuvir,Hepatitis C,NS5B polymerase inhibitor,1.5,8.5,0,TASS: Unrelated to weight management. MANS: Highly specific and novel antiviral mechanism.
903,Solifenacin,Overactive bladder,Muscarinic receptor antagonist,0,3.5,0,TASS: No overlap with Wegovy's indications. MANS: Common mechanism for anticholinergic drugs.
904,Somatropin,Growth hormone deficiency,Recombinant human growth hormone,6.5,7,4.5,"TASS: Affects metabolism and body composition, some overlap. MANS: Hormone replacement is a specific and distinct mechanism."
905,Sorafenib,"Cancer (kidney, liver, thyroid)",Multikinase inhibitor,0,8,0,TASS: Unrelated to metabolic diseases. MANS: Targeted cancer therapy represents a novel approach.
906,Sotalol,Cardiac arrhythmias,Beta-blocker and potassium channel blocker,2.5,4.5,4.5,"TASS: Cardiovascular, but not directly for weight management. MANS: Combination of two well-known antiarrhythmic mechanisms."
907,Sparfloxacin,Bacterial infections,Fluoroquinolone antibiotic,0,3,0,TASS: Unrelated to metabolic disorders. MANS: Standard antibiotic mechanism.
908,Spironolactone,"Heart failure, high blood pressure",Aldosterone antagonist,2.5,5,5.9,"TASS: Cardiovascular focus, distantly related to metabolic syndrome. MANS: Specific hormonal antagonist action."
909,Standard Cobra Venom,Not a standard therapeutic agent,N/A,0,0,0,"TASS/MANS: Not a recognized, standardized drug with a therapeutic area or mechanism."
910,Stanozolol,"Anemia, hereditary angioedema",Anabolic steroid,5.5,4,3.5,"TASS: Affects body mass, but for gaining, not losing weight. MANS: Standard anabolic steroid mechanism."
911,Stavudine,HIV/AIDS,Nucleoside reverse transcriptase inhibitor,0,7.5,1.5,TASS: Unrelated. MANS: Key mechanism in antiretroviral therapy.
912,Streptomycin,Bacterial infections,Aminoglycoside antibiotic,0,3,0,TASS: Unrelated. MANS: Well-established antibiotic mechanism.
913,Succinyl Choline Chloride,Anesthesia,Depolarizing neuromuscular blocker,0,5.5,0,TASS: No therapeutic overlap. MANS: Specific and unique mechanism for muscle relaxation.
914,Sucralfate,"Ulcers, GI protection",Forms a protective barrier over ulcers,1,6,1,"TASS: GI-related, but not for weight management. MANS: Unique physical mechanism of action."
915,Sugammadex,Reversal of neuromuscular blockade,Selective relaxant binding agent,0,9,0,TASS: No therapeutic overlap. MANS: Highly specific and novel mechanism for reversing anesthesia.
916,Sulbactam,Bacterial infections,Beta-lactamase inhibitor,0,6.5,0,"TASS: Unrelated. MANS: Complements other antibiotics, a clever mechanism."
917,Sulfadiazine,Bacterial infections,Dihydropteroate synthase inhibitor,0,3,0,TASS: Unrelated. MANS: Classic sulfonamide antibiotic mechanism.
918,Sulfamethoxazole,Bacterial infections,Dihydropteroate synthase inhibitor,0,3,0,TASS: Unrelated. MANS: Classic sulfonamide antibiotic mechanism.
919,Sulfasalazine,"Rheumatoid arthritis, ulcerative colitis",Anti-inflammatory and immunomodulatory,1.5,5.5,4.3,TASS: Unrelated. MANS: Mechanism is not fully understood but is distinct.
920,Sulphacetamide,Bacterial eye infections,Dihydropteroate synthase inhibitor,0,3,0,TASS: Unrelated. MANS: Classic sulfonamide antibiotic mechanism.
921,Sultamicillin Tosilate,Bacterial infections,Combination of ampicillin and sulbactam,0,5,0,TASS: Unrelated. MANS: Combination of a standard antibiotic and a beta-lactamase inhibitor.
922,Sumatriptan,Migraine,5-HT1B/1D receptor agonist,0.5,7,0,TASS: Unrelated. MANS: Specific and targeted mechanism for migraine.
923,Sunitinib,"Cancer (kidney, GIST)",Multikinase inhibitor,0,8,0,TASS: Unrelated. MANS: Targeted cancer therapy represents a novel approach.
924,Suxamethonium,Anesthesia,Depolarizing neuromuscular blocker,0,5.5,0,TASS: No therapeutic overlap. MANS: Specific and unique mechanism for muscle relaxation.
925,Tacrolimus,Organ transplant rejection,Calcineurin inhibitor,0,8.5,3.4,TASS: Unrelated. MANS: Potent and specific immunosuppressive mechanism.
926,Tadalafil,"Erectile dysfunction, BPH",PDE5 inhibitor,1,6,2.5,"TASS: Lifestyle-related, but not for weight management. MANS: Well-known but specific mechanism of action."
927,Tadalafil Ip,"Erectile dysfunction, BPH",PDE5 inhibitor,1,6,2.5,"TASS: Lifestyle-related, but not for weight management. MANS: Well-known but specific mechanism of action."
928,Tamoxifen,Breast cancer,Selective estrogen receptor modulator (SERM),0,7.5,3.1,TASS: Unrelated. MANS: Specific hormonal modulation for cancer treatment.
929,Tamsulosin,Benign prostatic hyperplasia (BPH),Alpha-1A adrenergic receptor antagonist,0,5,1,TASS: Unrelated. MANS: Selective antagonist action is a refinement of a known mechanism.
930,Tapentadol,Pain,Mu-opioid receptor agonist and norepinephrine reuptake inhibitor,0,6.5,0.3,TASS: Unrelated. MANS: Dual mechanism is a novel approach to pain management.
931,Taurine,Dietary supplement,Various proposed mechanisms,2,2.5,0.4,"TASS: Some evidence for metabolic benefits, but not a primary indication. MANS: Not a specific, targeted drug mechanism."
932,Tegafur,Cancer,Prodrug of 5-fluorouracil,0,5,0,TASS: Unrelated. MANS: Prodrug approach is a common strategy in chemotherapy.
933,Tegaserod,Irritable bowel syndrome,5-HT4 receptor agonist,1,7,2.2,"TASS: GI-related, but not for weight management. MANS: Specific and targeted mechanism for IBS."
934,Teicoplanin,Bacterial infections,Glycopeptide antibiotic,0,4,0,TASS: Unrelated. MANS: Established class of antibiotics for serious infections.
935,Telbivudine,Hepatitis B,Nucleoside analog reverse transcriptase inhibitor,0,7,0,TASS: Unrelated. MANS: Specific antiviral mechanism.
936,Telmisartan,High blood pressure,Angiotensin II receptor blocker (ARB),2.5,3.5,6,"TASS: Cardiovascular, distantly related to metabolic syndrome. MANS: Very common and well-established antihypertensive mechanism."
937,Temozolomide,Brain tumors,Alkylating agent,0,6,0,"TASS: Unrelated. MANS: Standard chemotherapy mechanism, but with specific properties for crossing the blood-brain barrier."
938,Temsirolimus,Kidney cancer,mTOR inhibitor,0,8.5,3.3,TASS: Unrelated. MANS: Highly specific and targeted cancer therapy mechanism.
939,Tenecteplase,Heart attack,Fibrinolytic agent,0,7,4,"TASS: Unrelated. MANS: Genetically engineered version of a natural enzyme, a novel approach to clot busting."
940,Teneligliptin,Type 2 diabetes,DPP-4 inhibitor,8.5,6.5,8,"TASS: Very similar, treats a key comorbidity of obesity. MANS: Established class of oral diabetes drugs, but a different mechanism than GLP-1 agonists."
941,Tenofovir Alafenamide,"HIV/AIDS, Hepatitis B",Nucleoside reverse transcriptase inhibitor (NRTI),0,8,1,"TASS: Unrelated. MANS: A newer, targeted prodrug of tenofovir with an improved safety profile."
942,Tenofovir Disoproxil Fumarate,"HIV/AIDS, Hepatitis B",Nucleoside reverse transcriptase inhibitor (NRTI),0,7.5,0.5,TASS: Unrelated. MANS: A key drug in antiretroviral therapy.
943,Terazosin,"High blood pressure, BPH",Alpha-1 adrenergic blocker,2.5,3,5.7,"TASS: Cardiovascular, distantly related to metabolic syndrome. MANS: Common and well-established antihypertensive mechanism."
944,Terbinafine,Fungal infections,Squalene epoxidase inhibitor,0,7,0,TASS: Unrelated. MANS: Specific and targeted mechanism for fungal infections.
945,Terbutaline,"Asthma, COPD",Beta-2 adrenergic agonist,0,4,0,TASS: Unrelated. MANS: Common and well-established mechanism for bronchodilation.
946,Terfenadine,Allergies,Antihistamine,0,2.5,0,TASS: Unrelated. MANS: Standard antihistamine mechanism (largely replaced due to side effects).
947,Teriflunomide,Multiple sclerosis,Dihydroorotate dehydrogenase inhibitor,0,8,0,TASS: Unrelated. MANS: Specific immunomodulatory mechanism for MS.
948,Terlipressin,Esophageal varices bleeding,Vasopressin receptor agonist,0,6.5,0,TASS: Unrelated. MANS: Specific hormonal action for a critical care indication.
949,Testosterone,Hypogonadism,Androgen receptor agonist,5.5,4,4.6,TASS: Affects body composition and metabolism. MANS: Standard hormone replacement therapy.
950,Testosterone Propionate,Hypogonadism,Androgen receptor agonist,5.5,4,4.6,TASS: Affects body composition and metabolism. MANS: Standard hormone replacement therapy.
951,Tetrabenazine,Huntington's disease,Vesicular monoamine transporter 2 (VMAT2) inhibitor,0,8.5,0,TASS: Unrelated. MANS: Highly specific and novel mechanism for a neurological disorder.
952,Tetracycline,Bacterial infections,Tetracycline antibiotic,0,3,0,TASS: Unrelated. MANS: Classic and well-established antibiotic mechanism.
953,Thalidomide,"Multiple myeloma, leprosy",Immunomodulatory agent,0,9,0,"TASS: Unrelated. MANS: Complex and unique mechanism of action, repurposed for new indications."
954,Theophylline,"Asthma, COPD","Phosphodiesterase inhibitor, adenosine receptor antagonist",0,4,0,"TASS: Unrelated. MANS: Older, less specific mechanism for bronchodilation."
955,Thiamine,Thiamine deficiency,Vitamin B1,1.5,1,0.1,"TASS: Unrelated, though metabolic processes are involved. MANS: Vitamin supplement, not a specific drug mechanism."
956,Thiamine Nitrate,Thiamine deficiency,Vitamin B1,1.5,1,0.1,"TASS: Unrelated, though metabolic processes are involved. MANS: Vitamin supplement, not a specific drug mechanism."
957,Thiocolchicoside,Muscle relaxant,GABA-A receptor antagonist,0,5,0,TASS: Unrelated. MANS: A specific mechanism for muscle relaxation.
958,Thiopental Sodium,Anesthesia,Barbiturate,0,3.5,0,TASS: Unrelated. MANS: Classic and well-established anesthetic mechanism.
959,Thioridazine,Schizophrenia,Antipsychotic,0,3,3.5,"TASS: Unrelated. MANS: Older, typical antipsychotic mechanism."
960,Thiotepa,Cancer,Alkylating agent,0,5.5,0,TASS: Unrelated. MANS: Standard chemotherapy mechanism.
961,Thymosin Alpha,Immunomodulator,Immunomodulator,0,6.5,0,TASS: Unrelated. MANS: Biological response modifier with a complex mechanism.
962,Tianeptine,Depression,Atypical antidepressant,0,7.5,1,"TASS: Unrelated. MANS: Novel mechanism, not a typical SSRI."
963,Tibolone,Menopause symptoms,"Synthetic steroid with estrogenic, progestogenic, and androgenic activity",4.5,6,3.5,"TASS: Hormonal, affects metabolism. MANS: Tissue-selective hormonal activity is a novel approach."
964,Ticagrelor,Acute coronary syndrome,P2Y12 receptor antagonist,2.5,7,6.9,"TASS: Cardiovascular, but not for weight management. MANS: Reversible P2Y12 inhibitor, a newer class of antiplatelet drugs."
965,Ticarcillin,Bacterial infections,Penicillin antibiotic,0,3,0,TASS: Unrelated. MANS: Classic and well-established antibiotic mechanism.
966,Ticlopidine,Stroke prevention,P2Y12 receptor antagonist,2.5,5,6.8,"TASS: Cardiovascular, but not for weight management. MANS: Older, irreversible P2Y12 inhibitor."
967,Tigecycline,Bacterial infections,Glycylcycline antibiotic,0,6,0,TASS: Unrelated. MANS: A newer class of antibiotics designed to overcome resistance.
968,Timolol,"Glaucoma, high blood pressure",Beta-blocker,2.5,3,5,"TASS: Cardiovascular, but not for weight management. MANS: Common and well-established mechanism."
969,Tinidazole,Protozoal infections,Nitroimidazole antimicrobial,0,3.5,0,TASS: Unrelated. MANS: Standard antimicrobial mechanism.
970,Tirofiban,Acute coronary syndrome,Glycoprotein IIb/IIIa inhibitor,0,7.5,6.9,TASS: Unrelated. MANS: Specific and potent antiplatelet mechanism.
971,Tizanidine,Muscle spasticity,Alpha-2 adrenergic agonist,0,5.5,0,TASS: Unrelated. MANS: Specific mechanism for muscle relaxation.
972,Tobramycin,Bacterial infections,Aminoglycoside antibiotic,0,3,0,TASS: Unrelated. MANS: Well-established antibiotic mechanism.
973,Tofacitinib,Rheumatoid arthritis,Janus kinase (JAK) inhibitor,0,9,4.3,"TASS: Unrelated. MANS: A new class of oral drugs for autoimmune diseases, a significant innovation."
974,Tofisopam,Anxiety,Atypical benzodiazepine,0,6,0.5,TASS: Unrelated. MANS: A benzodiazepine with a unique mechanism of action.
975,Tolbutamide,Type 2 diabetes,Sulfonylurea,8,3.5,7.4,"TASS: Very similar, treats a key comorbidity of obesity. MANS: Older class of oral diabetes drugs with a well-known mechanism."
976,Tolmetin,"Pain, arthritis",NSAID,0,2.5,4.1,TASS: Unrelated. MANS: Standard and very common anti-inflammatory mechanism.
977,Tolnaftate,Fungal infections,Antifungal,0,3,0,TASS: Unrelated. MANS: Common over-the-counter antifungal mechanism.
978,Tolperisone,Muscle spasticity,Muscle relaxant,0,5,0,"TASS: Unrelated. MANS: Mechanism is not fully understood, but it is a centrally acting muscle relaxant."
979,Tolterodine,Overactive bladder,Muscarinic receptor antagonist,0,3.5,0,TASS: No overlap with Wegovy's indications. MANS: Common mechanism for anticholinergic drugs.
980,Tolvaptan,Hyponatremia,Vasopressin receptor antagonist,0,8.5,0,TASS: Unrelated. MANS: A highly specific and novel mechanism for treating low sodium levels.
981,Topiramate,"Epilepsy, migraines, weight loss",Multiple mechanisms,9,7,5,"TASS: Also used for weight loss, often in combination. MANS: Complex and not fully understood, but its use in weight loss is a novel application."
982,Topiroxostat,Gout,Xanthine oxidase inhibitor,1.5,6.5,4.7,"TASS: Gout is a metabolic disease, but not directly related to weight management. MANS: A newer non-purine selective inhibitor of xanthine oxidase."
983,Topotecan,Cancer,Topoisomerase I inhibitor,0,6.5,0,TASS: Unrelated. MANS: Specific chemotherapy mechanism.
984,Torasemide,"Heart failure, edema",Loop diuretic,2,3,5.6,"TASS: Cardiovascular, but not for weight management. MANS: Common and well-established diuretic mechanism."
985,Tramadol,Pain,Opioid agonist and serotonin/norepinephrine reuptake inhibitor,0,6,0.3,TASS: Unrelated. MANS: Dual mechanism provides a different approach to pain management compared to traditional opioids.
986,Tranexamic Acid,"Heavy menstrual bleeding, bleeding",Antifibrinolytic,0,5.5,0,TASS: Unrelated. MANS: Specific mechanism to prevent blood clot breakdown.
987,Trastuzumab,Breast cancer,HER2 receptor antagonist,0,9.5,0,TASS: Unrelated. MANS: A landmark monoclonal antibody for targeted cancer therapy.
988,Trazodone,Depression,Antidepressant,0,4.5,2.3,TASS: Unrelated. MANS: Atypical antidepressant with a complex and varied mechanism of action.
989,Tretinoin,"Acne, leukemia",Retinoid,0.5,6,0,"TASS: Unrelated to systemic weight management. MANS: Affects cell differentiation and proliferation, a unique mechanism."
990,Triamcinolone,"Inflammation, allergies",Corticosteroid,1,3,3.2,"TASS: Unrelated, can cause weight gain. MANS: Very common and well-established anti-inflammatory mechanism."
991,Triamcinolone Acetonide,"Inflammation, allergies",Corticosteroid,1,3,3.2,"TASS: Unrelated, can cause weight gain. MANS: Very common and well-established anti-inflammatory mechanism."
992,Tricholine Citrate,Liver disorders,Lipotropic agent,1.5,2.5,1.5,TASS: Vaguely related to metabolism. MANS: Not a well-defined or specific mechanism.
993,Triclofos,Insomnia,Sedative/hypnotic,0,3,0.5,"TASS: Unrelated. MANS: Older, less common sedative."
994,Triclosan,Antibacterial,Antibacterial,0,2,0,TASS: Unrelated. MANS: Common antibacterial agent in consumer products.
995,Trifluoperazine,"Schizophrenia, anxiety",Typical antipsychotic,0,3,3.5,"TASS: Unrelated. MANS: Older, typical antipsychotic mechanism."
996,Trihexyphenidyl,Parkinson's disease,Anticholinergic,0,3.5,0,TASS: Unrelated. MANS: Common anticholinergic mechanism.
997,Trimetazidine,Angina,Metabolic agent,3,7,6.2,"TASS: Affects cellular metabolism, but for heart conditions. MANS: A unique mechanism that shifts cardiac metabolism from fatty acids to glucose."
998,Trimethoprim,Bacterial infections,Dihydrofolate reductase inhibitor,0,4,0,"TASS: Unrelated. MANS: A specific antibiotic mechanism, often used in combination."
999,Trimipramine,Depression,Tricyclic antidepressant,0,3.5,2.5,"TASS: Unrelated. MANS: Older, less specific class of antidepressants."
1000,Trioxasalen,"Psoriasis, vitiligo",Photosensitizer,0,6.5,0,TASS: Unrelated. MANS: Unique mechanism that requires UV light activation.
1001,Triptorelin,"Prostate cancer, endometriosis",GnRH agonist,0,6,3,TASS: Unrelated. MANS: Specific hormonal manipulation for cancer and other conditions.
1002,Trospium,Overactive bladder,Muscarinic receptor antagonist,0,3.5,0,TASS: No overlap with Wegovy's indications. MANS: Common mechanism for anticholinergic drugs.
1003,Troxipide,"Gastritis, ulcers",Anti-ulcer agent,1,5.5,1,"TASS: GI-related, but not for weight management. MANS: A unique mechanism that increases gastric mucosal blood flow."
1004,Trypsin,"Digestive aid, anti-inflammatory",Proteolytic enzyme,1.5,4,0.6,"TASS: Related to digestion, but not weight management. MANS: Enzyme replacement is a straightforward mechanism."
1005,Tulobuterol,Asthma,Beta-2 adrenergic agonist,0,4,0,TASS: Unrelated. MANS: Common and well-established mechanism for bronchodilation.
1006,Ulipristal Acetate,"Emergency contraception, uterine fibroids",Selective progesterone receptor modulator (SPRM),0,8,0.6,TASS: Unrelated. MANS: A newer and highly specific hormonal modulator.
1007,Uniflexin,Not a standard drug name,N/A,0,0,4,TASS/MANS: Cannot be scored.
1008,Univestin,Osteoarthritis,Botanical extract,0.5,3,4,"TASS: Unrelated. MANS: A proprietary blend of plant extracts, mechanism is not well-defined."
1009,Ursodeoxycholic Acid,"Gallstones, primary biliary cholangitis",Bile acid,2,5,4.5,"TASS: Related to digestion and liver function, which can be affected by obesity. MANS: A naturally occurring substance with a specific physiological role."
1010,Valacyclovir,Herpes infections,Antiviral,0,6,0,"TASS: Unrelated. MANS: Prodrug of acyclovir, a standard antiviral mechanism."
